iteration,value,desvio,tipo
0,5.849888044429924,0.5488649132417015,TGC-Ansor
1,2.885844039750416,0.1791102265856896,TGC-Ansor
2,2.3344100567133528,0.1250494249113645,TGC-Ansor
3,1.9956217071730198,0.09726394967375641,TGC-Ansor
4,1.8949241388022706,0.09497154853097281,TGC-Ansor
5,1.7465823334542054,0.07100602084546179,TGC-Ansor
6,1.674377315040033,0.06182214382743948,TGC-Ansor
7,1.6332429475157655,0.06004059506762634,TGC-Ansor
8,1.5885901494327546,0.05784301704516404,TGC-Ansor
9,1.5474574776081809,0.05606475527250636,TGC-Ansor
10,1.5139808871070206,0.05484141769037601,TGC-Ansor
11,1.4843557093691457,0.052750761625178354,TGC-Ansor
12,1.469989428426809,0.05229011101858219,TGC-Ansor
13,1.4565699921597206,0.05214917888556426,TGC-Ansor
14,1.4487247650138262,0.05210789417298345,TGC-Ansor
15,1.4344194483598667,0.05172312378645919,TGC-Ansor
16,1.4229691022604243,0.05111637589256922,TGC-Ansor
17,1.413764072093795,0.05101036041289367,TGC-Ansor
18,1.4081295181578277,0.050963510660693996,TGC-Ansor
19,1.3727396168663855,0.04171750841583689,TGC-Ansor
20,1.3694280692187795,0.04166504457595963,TGC-Ansor
21,1.3463715599668613,0.03813043453759661,TGC-Ansor
22,1.342223436566651,0.03800678464473938,TGC-Ansor
23,1.3398204628038242,0.03802922290543653,TGC-Ansor
24,1.3304496383152997,0.03721816715355591,TGC-Ansor
25,1.324343650473177,0.03661668011089246,TGC-Ansor
26,1.3222378193265856,0.03660716099574078,TGC-Ansor
27,1.3117750851061634,0.03586316336943273,TGC-Ansor
28,1.3074273358139983,0.03572592438408957,TGC-Ansor
29,1.3059942132400553,0.03572580930550865,TGC-Ansor
30,1.3018380640508769,0.03550702998745143,TGC-Ansor
31,1.2971103423605659,0.03532304637161778,TGC-Ansor
32,1.2959027449824148,0.03533376361357513,TGC-Ansor
33,1.291203621893732,0.035135459589426536,TGC-Ansor
34,1.2905521676208718,0.03514574420903932,TGC-Ansor
35,1.2605186248697313,0.022173396774132416,TGC-Ansor
36,1.2601144462536489,0.022179811300739257,TGC-Ansor
37,1.2561098476583556,0.02167255993069881,TGC-Ansor
38,1.2557146844602434,0.021679952013208298,TGC-Ansor
39,1.2520078909419343,0.02148173360224819,TGC-Ansor
40,1.249321690859178,0.02134886331626991,TGC-Ansor
41,1.2488914430297557,0.021355722585179364,TGC-Ansor
42,1.2459481816125961,0.021174324067587878,TGC-Ansor
43,1.2448919822153426,0.021137229309622974,TGC-Ansor
44,1.2441162300619588,0.021140051210666505,TGC-Ansor
45,1.242690978644713,0.021036007546280433,TGC-Ansor
46,1.241186384072775,0.021026618589728367,TGC-Ansor
47,1.2381853706596253,0.020946792947077242,TGC-Ansor
48,1.2365132033861772,0.020738097645517626,TGC-Ansor
49,1.2361365665982045,0.02073445114074329,TGC-Ansor
50,1.2322715179155954,0.020539049791154073,TGC-Ansor
51,1.2176166682698035,0.015881428668695262,TGC-Ansor
52,1.214035994558915,0.015581919747585249,TGC-Ansor
53,1.2133543132921647,0.01554696873729116,TGC-Ansor
54,1.212246660022956,0.0155049544650848,TGC-Ansor
55,1.2109585133781497,0.01549948385410646,TGC-Ansor
56,1.2098068051060853,0.015449503910669876,TGC-Ansor
57,1.207870384489682,0.015393798756260723,TGC-Ansor
58,1.206115629236499,0.015188580157023937,TGC-Ansor
59,1.2047007745512683,0.015122981529248238,TGC-Ansor
60,1.2039107219293956,0.015138518302014637,TGC-Ansor
61,1.2029515383579072,0.01510272884080569,TGC-Ansor
62,1.200238848817707,0.014890671486100054,TGC-Ansor
63,1.1989762609480585,0.014886609531148832,TGC-Ansor
64,1.1986104727145082,0.014876383336765497,TGC-Ansor
65,1.1984236096536711,0.014879745837366216,TGC-Ansor
66,1.198001138399387,0.014884725741202063,TGC-Ansor
67,1.1971917036308612,0.014827895366267623,TGC-Ansor
68,1.1957760924100873,0.014624529795123064,TGC-Ansor
69,1.1953729910533326,0.014576659689808199,TGC-Ansor
70,1.1953729910533326,0.014576659689808199,TGC-Ansor
71,1.193844231341647,0.01453695270037733,TGC-Ansor
72,1.1929385667518015,0.014443137234867315,TGC-Ansor
73,1.1923973295093122,0.01442860145240431,TGC-Ansor
74,1.1874154601915778,0.013854841977019047,TGC-Ansor
75,1.1857227892082487,0.013769254534756028,TGC-Ansor
76,1.1848219419271546,0.013718131169607168,TGC-Ansor
77,1.1846550272211558,0.013719290905104093,TGC-Ansor
78,1.183385049596735,0.01370776194177424,TGC-Ansor
79,1.1827735876448766,0.013694625005085607,TGC-Ansor
80,1.1825196801267597,0.013700348857087992,TGC-Ansor
81,1.18216517371606,0.01370086551330207,TGC-Ansor
82,1.1814231292927548,0.013696335100750013,TGC-Ansor
83,1.1812685209936635,0.013697434343796005,TGC-Ansor
84,1.180888824227452,0.013703927290226499,TGC-Ansor
85,1.1807651853522123,0.0137058772275459,TGC-Ansor
86,1.1806113970262964,0.013709228728097664,TGC-Ansor
87,1.1805227613659852,0.013710398004318421,TGC-Ansor
88,1.1802382821651118,0.01370178890417551,TGC-Ansor
89,1.1787617523914644,0.01354358911844998,TGC-Ansor
90,1.1769226771735264,0.013426012793539785,TGC-Ansor
91,1.1768029505378568,0.013428196471996737,TGC-Ansor
92,1.1765911759299057,0.01343191587002359,TGC-Ansor
93,1.1759361546330225,0.013346847773612808,TGC-Ansor
94,1.1758070270241192,0.0133432515323326,TGC-Ansor
95,1.1745801047728783,0.013208034379176458,TGC-Ansor
96,1.1730617585418845,0.013059398633278579,TGC-Ansor
97,1.1724814320610215,0.01304368190631589,TGC-Ansor
98,1.171639153080606,0.01298818818756542,TGC-Ansor
99,1.1710832072754056,0.012966659650394782,TGC-Ansor
100,1.170920305436435,0.012971534036291593,TGC-Ansor
101,1.1708788814784115,0.012972583327983487,TGC-Ansor
102,1.1694486414631773,0.01290707936760488,TGC-Ansor
103,1.1692476580644804,0.012901445215374707,TGC-Ansor
104,1.1690294108728918,0.012906078536481822,TGC-Ansor
105,1.1689078282307062,0.012908819899953686,TGC-Ansor
106,1.1677111623084258,0.012651759078416971,TGC-Ansor
107,1.16764703682289,0.012653711304577028,TGC-Ansor
108,1.1672789203336031,0.012659508790657803,TGC-Ansor
109,1.1670945639432684,0.012663033301277672,TGC-Ansor
110,1.1666441315415945,0.012660085406633905,TGC-Ansor
111,1.1666109722692501,0.01266069161541813,TGC-Ansor
112,1.1662910339606996,0.0126544007418204,TGC-Ansor
113,1.1658789322297733,0.012641741422298276,TGC-Ansor
114,1.1657980640850403,0.012642845885884576,TGC-Ansor
115,1.1649389961772583,0.012557447517898073,TGC-Ansor
116,1.1648531883450013,0.012558524753116768,TGC-Ansor
117,1.1647108036464298,0.01256067479851164,TGC-Ansor
118,1.1636769084574763,0.012449396097110306,TGC-Ansor
119,1.163619290913336,0.01245050975991817,TGC-Ansor
120,1.1634125771852502,0.012455697336996871,TGC-Ansor
121,1.162951579195957,0.012448450346849752,TGC-Ansor
122,1.161720419134084,0.0124104464694846,TGC-Ansor
123,1.1614184746130698,0.012403867879175263,TGC-Ansor
124,1.1613554189381032,0.01240413066145515,TGC-Ansor
125,1.1609914553705114,0.012412974168019,TGC-Ansor
126,1.1607429103828693,0.012419596687324059,TGC-Ansor
127,1.1595246950774272,0.01233896680940942,TGC-Ansor
128,1.1495763396387848,0.011614573599086879,TGC-Ansor
129,1.1419874534006313,0.011185234597756262,TGC-Ansor
130,1.1387774664069101,0.011121124946389335,TGC-Ansor
131,1.1371197494328784,0.011048439496554156,TGC-Ansor
132,1.1350946157473178,0.01097497907363714,TGC-Ansor
133,1.1320342252763633,0.0108555168044525,TGC-Ansor
134,1.1309100341894318,0.010826971219579016,TGC-Ansor
135,1.1279415841199025,0.010673393241519854,TGC-Ansor
136,1.1267121402248343,0.010657132244085822,TGC-Ansor
137,1.1230685900605737,0.010181066509183545,TGC-Ansor
138,1.1199248416965524,0.009737603923636578,TGC-Ansor
139,1.1192589831080209,0.009734966471782113,TGC-Ansor
140,1.1183293662527005,0.009674738600270011,TGC-Ansor
141,1.1167220224777443,0.009584214850865623,TGC-Ansor
142,1.114812385317443,0.009512846786133433,TGC-Ansor
143,1.113113054495412,0.009488407365998992,TGC-Ansor
144,1.1110040571231232,0.009266885105270423,TGC-Ansor
145,1.1097991141983474,0.00923562952365502,TGC-Ansor
146,1.1091305178424902,0.00922205739880442,TGC-Ansor
147,1.1072766560893974,0.009109912670379205,TGC-Ansor
148,1.1067840174488064,0.009106779657152269,TGC-Ansor
